family,GCF_000597845.1,GCF_000599665.1,GCF_000801165.1,GCF_000801185.2,GCF_000830035.1,GCF_000833145.1,GCF_000833635.2,GCF_000952955.1,GCF_000953515.1,GCF_000971615.1,GCF_000987875.1
GCF_000597845.1|WP_000799956.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000800457.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000800512.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000801125.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000801365.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000801473.1,1,1,1,0,1,1,0,0,0,1,0
GCF_000597845.1|WP_000802080.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000802214.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000802516.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000803366.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000803659.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000803797.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000804064.1,1,0,0,0,0,0,0,0,0,0,0
GCF_000597845.1|WP_000804379.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000804726.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000805011.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000805497.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000805509.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000806177.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000806442.1,1,0,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000806638.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000807125.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000807362.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000807651.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000808376.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000808667.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000809051.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000809774.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000811065.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000811923.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000812053.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000812796.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000812892.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000813037.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000813201.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000813862.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000815099.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000815362.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000815435.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000815987.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000816232.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000816280.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000816471.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000816992.1,1,0,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000817178.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000817229.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000818114.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000818228.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000818411.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000818601.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000818618.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000819746.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000820714.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000820782.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000822274.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000823885.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000824439.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000825452.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000825600.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000825639.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000825700.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000825775.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000827409.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000827696.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000828351.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000828648.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000828746.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000829013.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000829229.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000829398.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000829798.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000829818.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000830468.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000830550.1,1,1,1,1,1,1,1,1,1,1,0
GCF_000597845.1|WP_000830741.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000831330.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000831543.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000832338.1,1,1,0,0,1,1,1,1,1,0,1
GCF_000597845.1|WP_000832435.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000832573.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000833288.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000833393.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000834439.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000835077.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000835177.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000836768.1,1,1,1,1,1,1,1,1,1,1,0
GCF_000597845.1|WP_000838261.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000838889.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000838944.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000839153.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000839590.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000840481.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000841001.1,1,1,1,1,1,1,1,1,0,1,1
GCF_000597845.1|WP_000841103.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000841554.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000843419.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000843559.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000844431.1,1,0,0,0,0,0,1,1,1,0,1
GCF_000597845.1|WP_000845104.1,1,1,1,1,1,1,1,1,0,1,1
GCF_000597845.1|WP_000845394.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000846343.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000847559.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000847791.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000847837.1,1,0,0,0,1,1,1,1,1,0,1
GCF_000597845.1|WP_000847882.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000847985.1,1,0,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000848387.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000848528.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000848664.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000849301.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000850550.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000852296.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000852812.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000852835.1,1,1,1,1,1,1,0,1,1,1,1
GCF_000597845.1|WP_000853030.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000853256.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000853353.1,1,0,0,0,1,1,1,1,1,0,1
GCF_000597845.1|WP_000853753.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000853959.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000854624.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000854972.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000855388.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000856737.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000856829.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000857056.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000857257.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000857405.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000857856.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000859787.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000860444.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000861334.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000866436.1,1,1,1,1,1,1,0,1,1,1,1
GCF_000597845.1|WP_000866670.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000866812.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000867217.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000868187.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000869037.1,1,1,1,1,1,1,1,1,1,1,0
GCF_000597845.1|WP_000869178.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000869246.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000870037.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000870712.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000871512.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000871671.1,1,1,1,0,1,1,0,0,0,1,0
GCF_000597845.1|WP_000871982.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000872811.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000872908.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000873890.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000875487.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000876286.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000877116.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000877161.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000878140.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000879152.1,1,0,0,1,1,1,1,1,1,0,1
GCF_000597845.1|WP_000879277.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000879709.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000879833.1,1,1,1,0,1,1,0,1,1,0,0
GCF_000597845.1|WP_000880176.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000880559.1,1,0,0,0,0,0,0,0,0,0,0
GCF_000597845.1|WP_000880910.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000882235.1,1,0,0,1,1,1,1,1,1,0,1
GCF_000597845.1|WP_000883122.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000883400.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000884361.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000884589.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000885454.1,1,1,1,1,1,1,1,1,0,1,1
GCF_000597845.1|WP_000885798.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000886683.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000886900.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000889443.1,1,0,0,1,0,0,0,0,0,0,1
GCF_000597845.1|WP_000890941.1,1,0,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000891353.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000891404.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000891515.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000891562.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000891621.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000891692.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000892044.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000893278.1,1,1,1,1,1,1,0,1,1,1,1
GCF_000597845.1|WP_000893623.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000893994.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000895624.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000896498.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000896865.1,1,1,1,1,1,1,0,0,0,1,1
GCF_000597845.1|WP_000898741.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000899049.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000899600.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000901098.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000901367.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000902780.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000903373.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000904442.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000904502.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000905780.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000906203.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000906252.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000906486.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000906819.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000906961.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000907085.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000907387.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000907622.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000908052.1,1,1,0,1,0,0,0,0,0,0,0
GCF_000597845.1|WP_000908554.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000911982.1,1,0,0,0,0,0,0,0,0,0,0
GCF_000597845.1|WP_000912345.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000913396.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000917117.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000917208.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000917684.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000917883.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000918470.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000918506.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000918827.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000919159.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000919497.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000920132.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000920762.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000920784.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000920840.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000921621.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000921789.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000922446.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000922639.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000922683.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000922901.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000923727.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000924289.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000925795.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000925997.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000926441.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000928723.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000928829.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000929408.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000929439.1,1,1,1,0,1,1,1,1,1,1,0
GCF_000597845.1|WP_000931389.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000932342.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000932839.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000933736.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000934218.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000934302.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000934822.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000934920.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000935036.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000935370.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000936043.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000936370.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000936560.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000936635.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000937920.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000939212.1,1,1,1,1,0,0,1,1,1,1,1
GCF_000597845.1|WP_000939749.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000939767.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000940019.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000940121.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000940526.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000940595.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000941212.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000941942.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000942344.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000942548.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000943100.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000943459.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000944218.1,1,0,1,0,0,0,1,1,1,1,1
GCF_000597845.1|WP_000944256.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000945005.1,1,1,1,1,1,1,1,1,0,1,1
GCF_000597845.1|WP_000945561.1,1,0,0,1,1,1,1,1,1,0,1
GCF_000597845.1|WP_000945878.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000946947.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000947159.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000948824.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000948863.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000949265.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000950409.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000950963.1,1,0,0,0,0,0,0,0,0,0,0
GCF_000597845.1|WP_000951213.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000951777.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000952737.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000953278.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000953353.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000954225.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000955025.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000956313.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000956642.1,1,1,1,1,1,1,1,1,0,1,1
GCF_000597845.1|WP_000956830.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000957914.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000958598.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000959109.1,1,1,1,1,1,1,0,0,0,1,1
GCF_000597845.1|WP_000961458.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000961959.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000963143.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000963518.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000963837.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000964131.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000965518.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000965672.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000965722.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000965936.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000967595.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000968208.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000969032.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000969092.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000969372.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000970117.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000970330.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000970479.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000971336.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000971730.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000971886.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000972203.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000973083.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000973448.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000973663.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000974813.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000976004.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000976070.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000977757.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000978494.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000979516.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000979881.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000979977.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000980098.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000980107.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000980605.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000981977.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000982078.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000982172.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000982997.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000983255.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000983410.1,1,1,1,1,1,1,0,0,1,1,1
GCF_000597845.1|WP_000983609.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000983653.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000983865.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000984517.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000984796.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000984974.1,1,1,1,1,1,1,0,0,0,1,1
GCF_000597845.1|WP_000985273.1,1,0,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000985336.1,1,1,1,1,1,1,1,1,1,1,1
GCF_000597845.1|WP_000985483.1,1,1,1,1,1,1,1,1,1,1,1
