cluster,genomes_present,family_type,gene,product,go_function,ontology_term
GCF_000597845.1|WP_000586324.1,11,Core,phnM,alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA,"GO:0019700,GO:0016810"
GCF_000597845.1|WP_000586445.1,11,Core,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity|0003949||IEA,"GO:0000105,GO:0003949"
GCF_000597845.1|WP_000586744.1,11,Core,tehB,tellurite resistance methyltransferase TehB,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,"GO:0046690,GO:0008757"
GCF_000597845.1|WP_000586977.1,11,Core,lldD,quinone-dependent L-lactate dehydrogenase,,
GCF_000597845.1|WP_000587764.1,11,Core,rfaD,ADP-glyceromanno-heptose 6-epimerase,ADP-glyceromanno-heptose 6-epimerase activity|0008712||IEA,"GO:0005975,GO:0008712"
GCF_000597845.1|WP_000587933.1,11,Core,ycfP,alpha/beta hydrolase YcfP,,
GCF_000597845.1|WP_000588474.1,11,Core,ftsA,cell division protein FtsA,protein binding|0005515||IEA,"GO:0051301,GO:0005515"
GCF_000597845.1|WP_000589068.1,11,Core,rseC,SoxR-reducing system protein RseC,,
GCF_000597845.1|WP_000589359.1,6,Accessory,,hypothetical protein,,
GCF_000597845.1|WP_000589409.1,10,Accessory,cpdB,2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase,2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase activity|0008663||IEA,"GO:0009117,GO:0008663"
GCF_000597845.1|WP_000589847.1,11,Core,yfiB,OmpA family protein,,
GCF_000597845.1|WP_000590347.1,9,Accessory,yecU,protein YecU,,
GCF_000597845.1|WP_000590403.1,10,Accessory,otnK,3-oxo-tetronate kinase,"ATP binding|0005524||IEA,kinase activity|0016301||IEA","GO:0005975,GO:0005524,GO:0016301"
GCF_000597845.1|WP_000591795.1,11,Core,pfkA,6-phosphofructokinase,ATP binding|0005524||IEA,"GO:0006002,GO:0006096,GO:0005524"
GCF_000597845.1|WP_000592826.1,10,Accessory,dgcZ,diguanylate cyclase DgcZ,,
GCF_000597845.1|WP_000593273.1,11,Core,gshB,glutathione synthase,"glutathione synthase activity|0004363||IEA,ATP binding|0005524||IEA,metal ion binding|0046872||IEA","GO:0006750,GO:0004363,GO:0005524,GO:0046872"
GCF_000597845.1|WP_000593938.1,9,Accessory,ybhJ,hydratase,,
GCF_000597845.1|WP_000593994.1,11,Core,metN,methionine ABC transporter ATP-binding protein MetN,"ATP binding|0005524||IEA,ABC-type D-methionine transporter activity|0033232||IEA","GO:0048473,GO:0005524,GO:0033232,GO:0009276"
GCF_000597845.1|WP_000594911.1,1,Singleton,,AbiJ-NTD4 domain-containing protein,,
GCF_000597845.1|WP_000595482.1,11,Core,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,UDP-3-O-acyl-N-acetylglucosamine deacetylase activity|0103117||IEA,"GO:0009245,GO:0103117"
GCF_000597845.1|WP_000595505.1,11,Core,yjbG,capsule biosynthesis GfcC family protein,,
GCF_000597845.1|WP_000596085.1,11,Core,yaiO,YaiO family outer membrane beta-barrel protein,,
GCF_000597845.1|WP_000597196.1,11,Core,slyB,outer membrane lipoprotein SlyB,,
GCF_000597845.1|WP_000597260.1,11,Core,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity|0004088||IEA,"GO:0006207,GO:0006541,GO:0004088"
GCF_000597845.1|WP_000598619.1,11,Core,moaD,molybdopterin synthase sulfur carrier subunit,,GO:0006777
GCF_000597845.1|WP_000598641.1,11,Core,btsR,two-component system response regulator BtsR,,
GCF_000597845.1|WP_000599806.1,11,Core,ybjD,ATP-dependent endonuclease,,
GCF_000597845.1|WP_000600492.1,11,Core,menH,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase activity|0070205||IEA,"GO:0009234,GO:0070205"
GCF_000597845.1|WP_000601847.1,11,Core,pabA,aminodeoxychorismate synthase component 2,,
GCF_000597845.1|WP_000604034.1,11,Core,modB,molybdate ABC transporter permease subunit,molybdate ion transmembrane transporter activity|0015098||IEA,"GO:0015689,GO:0015098,GO:0016020"
GCF_000597845.1|WP_000605090.1,10,Accessory,ynaJ,DUF2534 family protein,,
GCF_000597845.1|WP_000605480.1,11,Core,ybjH,protein YbjH,,
GCF_000597845.1|WP_000606257.1,11,Core,eutK,ethanolamine utilization microcompartment protein EutK,,
GCF_000597845.1|WP_000606525.1,11,Core,meaB,methylmalonyl Co-A mutase-associated GTPase MeaB,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA","GO:0003924,GO:0005525"
GCF_000597845.1|WP_000609275.1,11,Core,yfdY,YfdY family protein,,
GCF_000597845.1|WP_000609663.1,11,Core,frdD,fumarate reductase subunit FrdD,,
GCF_000597845.1|WP_000610451.1,8,Accessory,pgaC,poly-beta-1%2C6-N-acetyl-D-glucosamine synthase,acetylglucosaminyltransferase activity|0008375||IEA,"GO:0042710,GO:0008375"
GCF_000597845.1|WP_000610634.1,7,Accessory,gspJ,type II secretion system minor pseudopilin GspJ,,
GCF_000597845.1|WP_000610901.1,11,Core,apaG,Co2+/Mg2+ efflux protein ApaG,,
GCF_000597845.1|WP_000611812.1,11,Core,gshA,glutamate--cysteine ligase,glutamate-cysteine ligase activity|0004357||IEA,"GO:0006750,GO:0004357"
GCF_000597845.1|WP_000611859.1,6,Accessory,ycdU,protein YcdU,,
GCF_000597845.1|WP_000611911.1,8,Accessory,fnr,fumarate/nitrate reduction transcriptional regulator Fnr,,
GCF_000597845.1|WP_000611928.1,3,Accessory,,hypothetical protein,,
GCF_000597845.1|WP_000612043.1,11,Core,rffA,dTDP-4-amino-4%2C6-dideoxygalactose transaminase,dTDP-4-amino-4%2C6-dideoxygalactose transaminase activity|0019180||IEA,"GO:0009246,GO:0019180"
GCF_000597845.1|WP_000612644.1,11,Core,nuoK,NADH-quinone oxidoreductase subunit NuoK,oxidoreductase activity%2C acting on NAD(P)H|0016651||IEA,"GO:0042773,GO:0016651"
GCF_000597845.1|WP_000613955.1,11,Core,rplN,50S ribosomal protein L14,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0015934"
GCF_000597845.1|WP_000615067.1,10,Accessory,ycgY,protein YcgY,,
GCF_000597845.1|WP_000615821.1,10,Accessory,flk,flagella biosynthesis regulator Flk,,"GO:0010468,GO:0016020"
GCF_000597845.1|WP_000616554.1,11,Core,ychE,NAAT family transporter YchE,,
GCF_000597845.1|WP_000617115.1,11,Core,narI,respiratory nitrate reductase subunit gamma,nitrate reductase activity|0008940||IEA,"GO:0019645,GO:0008940,GO:0009325"
GCF_000597845.1|WP_000617544.1,11,Core,rplW,50S ribosomal protein L23,,
GCF_000597845.1|WP_000617698.1,11,Core,ygjR,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000618110.1,4,Accessory,,DinI-like family protein,,
GCF_000597845.1|WP_000619389.1,11,Core,nfuA,Fe-S biogenesis protein NfuA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,"GO:0016226,GO:0051604,GO:0051539"
GCF_000597845.1|WP_000619493.1,11,Core,rhaM,L-rhamnose mutarotase,"racemase and epimerase activity%2C acting on carbohydrates and derivatives|0016857||IEA,L-rhamnose mutarotase activity|0062192||IEA","GO:0019299,GO:0016857,GO:0062192,GO:0005737"
GCF_000597845.1|WP_000620410.1,11,Core,yrbL,PhoP regulatory network protein YrbL,,
GCF_000597845.1|WP_000620888.1,11,Core,yidQ,YceK/YidQ family lipoprotein,,
GCF_000597845.1|WP_000621340.1,11,Core,yicC,YicC/YloC family endoribonuclease,hydrolase activity%2C acting on ester bonds|0016788||IEA,GO:0016788
GCF_000597845.1|WP_000621515.1,11,Core,panD,aspartate 1-decarboxylase,aspartate 1-decarboxylase activity|0004068||IEA,"GO:0006523,GO:0004068"
GCF_000597845.1|WP_000621656.1,11,Core,yihV,sulfofructose kinase,,
GCF_000597845.1|WP_000622290.1,11,Core,lrhA,transcriptional regulator LrhA,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000622357.1,11,Core,citE,citrate (pro-3S)-lyase subunit beta,citrate (pro-3S)-lyase activity|0008815||IEA,"GO:0006084,GO:0006113,GO:0008815,GO:0005737,GO:0009346"
GCF_000597845.1|WP_000622418.1,11,Core,frr,ribosome recycling factor,translation factor activity%2C RNA binding|0008135||IEA,"GO:0006412,GO:0008135"
GCF_000597845.1|WP_000623136.1,11,Core,ptsI,phosphoenolpyruvate-protein phosphotransferase PtsI,,
GCF_000597845.1|WP_000624375.1,11,Core,folA,type 3 dihydrofolate reductase,dihydrofolate reductase activity|0004146||IEA,"GO:0046654,GO:0004146"
GCF_000597845.1|WP_000625625.1,7,Accessory,yaeI,phosphodiesterase YaeI,,
GCF_000597845.1|WP_000625658.1,11,Core,ftsL,cell division protein FtsL,,
GCF_000597845.1|WP_000626187.1,11,Core,uspB,universal stress protein UspB,,
GCF_000597845.1|WP_000626410.1,11,Core,sdaB,L-serine ammonia-lyase II,,
GCF_000597845.1|WP_000626688.1,11,Core,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,"ATP binding|0005524||IEA,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity|0047480||IEA","GO:0009058,GO:0071555,GO:0005524,GO:0047480"
GCF_000597845.1|WP_000627807.1,11,Core,grcA,autonomous glycyl radical cofactor GrcA,catalytic activity|0003824||IEA,GO:0003824
GCF_000597845.1|WP_000627995.1,11,Core,ppnN,nucleotide 5'-monophosphate nucleosidase PpnN,,
GCF_000597845.1|WP_000632293.1,9,Accessory,paaK,phenylacetate--CoA ligase PaaK,phenylacetate-CoA ligase activity|0047475||IEA,"GO:0010124,GO:0047475"
GCF_000597845.1|WP_000633668.1,11,Core,uhpA,transcriptional regulator UhpA,DNA binding|0003677||IEA,"GO:0006355,GO:0003677"
GCF_000597845.1|WP_000634159.1,11,Core,yrhB,YrhB family protein,,
GCF_000597845.1|WP_000635545.1,11,Core,arfB,alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB,translation release factor activity|0003747||IEA,"GO:0006415,GO:0003747"
GCF_000597845.1|WP_000637041.1,11,Core,yejA,extracellular solute-binding protein,,
GCF_000597845.1|WP_000637082.1,11,Core,yneE,bestrophin family protein,chloride channel activity|0005254||IEA,GO:0005254
GCF_000597845.1|WP_000637848.1,11,Core,setA,sugar efflux transporter SetA,,
GCF_000597845.1|WP_000637982.1,11,Core,menI,1%2C4-dihydroxy-2-naphthoyl-CoA hydrolase,,
GCF_000597845.1|WP_000638031.1,11,Core,arnE,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,,
GCF_000597845.1|WP_000638547.1,1,Singleton,,protease FtsH-inhibitory lysogeny factor CIII,,
GCF_000597845.1|WP_000639208.1,3,Accessory,,transposase,,
GCF_000597845.1|WP_000639434.1,1,Singleton,,hypothetical protein,,
GCF_000597845.1|WP_000639811.1,11,Core,yhhW,quercetin 2%2C3-dioxygenase,,
GCF_000597845.1|WP_000642196.1,11,Core,ftsI,peptidoglycan glycosyltransferase FtsI,,
GCF_000597845.1|WP_000642433.1,11,Core,adhP,alcohol dehydrogenase AdhP,,
GCF_000597845.1|WP_000642489.1,10,Accessory,yibG,sel1 repeat family protein,,
GCF_000597845.1|WP_000642771.1,1,Singleton,,hypothetical protein,,
GCF_000597845.1|WP_000642849.1,11,Core,ycaP,DUF421 domain-containing protein,,GO:0016020
GCF_000597845.1|WP_000643332.1,10,Accessory,paoB,aldehyde oxidoreductase FAD-binding subunit PaoB,,
GCF_000597845.1|WP_000643397.1,11,Core,rna,ribonuclease I,,
GCF_000597845.1|WP_000644685.1,11,Core,mltD,murein transglycosylase D,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000644741.1,11,Core,rpmC,50S ribosomal protein L29,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0005840"
GCF_000597845.1|WP_000645420.1,11,Core,mtlD,mannitol-1-phosphate 5-dehydrogenase,mannitol-1-phosphate 5-dehydrogenase activity|0008926||IEA,"GO:0019594,GO:0008926"
GCF_000597845.1|WP_000646033.1,11,Core,dolP,division/outer membrane stress-associated lipid-binding lipoprotein,,GO:0006970
GCF_000597845.1|WP_000646078.1,11,Core,lexA,transcriptional repressor LexA,serine-type endopeptidase activity|0004252||IEA,"GO:0009432,GO:0045892,GO:0004252"
GCF_000597845.1|WP_000648420.1,11,Core,lpp,murein lipoprotein Lpp,,
GCF_000597845.1|WP_000648572.1,11,Core,yafC,DNA-binding transcriptional regulator YafC,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000648976.1,10,Accessory,mngB,mannosylglycerate hydrolase,alpha-mannosidase activity|0004559||IEA,"GO:0006013,GO:0004559"
GCF_000597845.1|WP_000650107.1,7,Accessory,mqsA,type II toxin-antitoxin system antitoxin MqsA,,
GCF_000597845.1|WP_000651599.1,11,Core,can,carbonate dehydratase,"carbonate dehydratase activity|0004089||IEA,zinc ion binding|0008270||IEA","GO:0015976,GO:0004089,GO:0008270"
GCF_000597845.1|WP_000651752.1,8,Accessory,,DUF1427 family protein,,
GCF_000597845.1|WP_000653944.1,11,Core,rpoC,DNA-directed RNA polymerase subunit beta',"DNA binding|0003677||IEA,DNA-directed RNA polymerase activity|0003899||IEA","GO:0006351,GO:0003677,GO:0003899"
GCF_000597845.1|WP_000654614.1,11,Core,birA,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA,biotin--[biotin carboxyl-carrier protein] ligase activity|0004077||IEA,"GO:0036211,GO:0004077"
GCF_000597845.1|WP_000657676.1,11,Core,ytiA,DUF3343 domain-containing protein,,
GCF_000597845.1|WP_000658652.1,9,Accessory,cynT,carbonic anhydrase CynT,,
GCF_000597845.1|WP_000660483.1,11,Core,hslR,ribosome-associated heat shock protein Hsp15,,
GCF_000597845.1|WP_000660586.1,10,Accessory,,hypothetical protein,,
GCF_000597845.1|WP_000660788.1,11,Core,hcaD,phenylpropionate dioxygenase ferredoxin reductase subunit,,
GCF_000597845.1|WP_000662258.1,10,Accessory,ykgR,small membrane protein YkgR,,
GCF_000597845.1|WP_000665120.1,9,Accessory,yahJ,amidohydrolase family protein,,
GCF_000597845.1|WP_000665676.1,11,Core,yibL,YibL family ribosome-associated protein,,
GCF_000597845.1|WP_000667319.1,11,Core,tgt,tRNA guanosine(34) transglycosylase Tgt,tRNA-guanosine(34) queuine transglycosylase activity|0008479||IEA,"GO:0006400,GO:0008479,GO:0005737"
GCF_000597845.1|WP_000668682.1,11,Core,thiI,tRNA uracil 4-sulfurtransferase ThiI,tRNA-uracil-4 sulfurtransferase activity|0140741||IEA,"GO:0006400,GO:0009228,GO:0140741"
GCF_000597845.1|WP_000669785.1,11,Core,lptA,lipopolysaccharide ABC transporter substrate-binding protein LptA,,
GCF_000597845.1|WP_000669834.1,11,Core,yggE,oxidative stress defense protein,,
GCF_000597845.1|WP_000670998.1,11,Core,ydhI,DUF1656 domain-containing protein,,GO:0016020
GCF_000597845.1|WP_000671574.1,11,Core,gsk,inosine/guanosine kinase,,
GCF_000597845.1|WP_000671731.1,10,Accessory,ydeI,YdeI family stress tolerance OB fold protein,,
GCF_000597845.1|WP_000672417.1,11,Core,pheT,phenylalanine--tRNA ligase subunit beta,"magnesium ion binding|0000287||IEA,phenylalanine-tRNA ligase activity|0004826||IEA,ATP binding|0005524||IEA","GO:0006432,GO:0000287,GO:0004826,GO:0005524"
GCF_000597845.1|WP_000673402.1,11,Core,qseC,quorum sensing histidine kinase QseC,phosphorelay sensor kinase activity|0000155||IEA,"GO:0007165,GO:0000155"
GCF_000597845.1|WP_000673464.1,11,Core,dnaN,DNA polymerase III subunit beta,"DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA","GO:0006260,GO:0003677,GO:0003887,GO:0009360"
GCF_000597845.1|WP_000673572.1,11,Core,cgtA,Obg family GTPase CgtA,"magnesium ion binding|0000287||IEA,GTPase activity|0003924||IEA,GTP binding|0005525||IEA","GO:0000287,GO:0003924,GO:0005525"
GCF_000597845.1|WP_000673918.1,11,Core,xthA,exodeoxyribonuclease III,"DNA binding|0003677||IEA,endonuclease activity|0004519||IEA,double-stranded DNA 3'-5' DNA exonuclease activity|0008311||IEA","GO:0006281,GO:0003677,GO:0004519,GO:0008311"
GCF_000597845.1|WP_000675146.1,11,Core,baeS,two-component system sensor histidine kinase BaeS,phosphorelay sensor kinase activity|0000155||IEA,"GO:0007165,GO:0016310,GO:0000155,GO:0016020"
GCF_000597845.1|WP_000675504.1,11,Core,bfr,bacterioferritin,"ferroxidase activity|0004322||IEA,ferric iron binding|0008199||IEA","GO:0006879,GO:0004322,GO:0008199"
GCF_000597845.1|WP_000675733.1,11,Core,yhaB,protein YhaB,,
GCF_000597845.1|WP_000676919.1,5,Accessory,ygeQ,protein YgeQ,,
GCF_000597845.1|WP_000678201.1,11,Core,htpG,molecular chaperone HtpG,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,unfolded protein binding|0051082||IEA","GO:0006457,GO:0005524,GO:0016887,GO:0051082"
GCF_000597845.1|WP_000678646.1,11,Core,mltA,murein transglycosylase A,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,"GO:0009254,GO:0004553,GO:0019867"
GCF_000597845.1|WP_000679029.1,11,Core,mdtA,multidrug efflux RND transporter subunit MdtA,,
GCF_000597845.1|WP_000679090.1,6,Accessory,hpaG,4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase,"5-carboxymethyl-2-hydroxymuconate delta-isomerase activity|0008704||IEA,5-oxopent-3-ene-1%2C2%2C5-tricarboxylate decarboxylase activity|0018800||IEA","GO:1901023,GO:0008704,GO:0018800"
GCF_000597845.1|WP_000680314.1,11,Core,ybaV,helix-hairpin-helix domain-containing protein,,
GCF_000597845.1|WP_000681108.1,11,Core,ybjM,inner membrane protein YbjM,,
GCF_000597845.1|WP_000681368.1,11,Core,nhaA,Na+/H+ antiporter NhaA,sodium:proton antiporter activity|0015385||IEA,"GO:0006814,GO:0006885,GO:0015385,GO:0016020"
GCF_000597845.1|WP_000682514.1,11,Core,ybdJ,DUF1158 domain-containing protein,,
GCF_000597845.1|WP_000683335.1,11,Core,hpt,hypoxanthine phosphoribosyltransferase,,GO:0006166
GCF_000597845.1|WP_000684321.1,11,Core,rimK,30S ribosomal protein S6--L-glutamate ligase,"ATP binding|0005524||IEA,metal ion binding|0046872||IEA","GO:0036211,GO:0005524,GO:0046872"
GCF_000597845.1|WP_000684856.1,11,Core,fecD,Fe(3+) dicitrate ABC transporter permease subunit FecD,,
GCF_000597845.1|WP_000685029.1,11,Core,amtB,ammonium transporter AmtB,ammonium channel activity|0008519||IEA,"GO:0072488,GO:0008519,GO:0005886"
GCF_000597845.1|WP_000686620.1,11,Core,rsmJ,16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ,rRNA (guanine-N2-)-methyltransferase activity|0008990||IEA,"GO:0031167,GO:0008990"
GCF_000597845.1|WP_000687141.1,11,Core,pxpA,5-oxoprolinase subunit PxpA,catalytic activity|0003824||IEA,"GO:0005975,GO:0003824"
GCF_000597845.1|WP_000687705.1,10,Accessory,yggC,nucleoside/nucleotide kinase family protein,,
GCF_000597845.1|WP_000687870.1,1,Singleton,,helix-turn-helix domain-containing protein,DNA binding|0003677||IEA,GO:0003677
GCF_000597845.1|WP_000689228.1,11,Core,ytfK,DUF1107 domain-containing protein,,
GCF_000597845.1|WP_000689844.1,11,Core,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,"adenosylhomocysteine nucleosidase activity|0008782||IEA,methylthioadenosine nucleosidase activity|0008930||IEA","GO:0009164,GO:0019509,GO:0008782,GO:0008930"
GCF_000597845.1|WP_000691382.1,11,Core,trkA,Trk system potassium transporter TrkA,potassium ion transmembrane transporter activity|0015079||IEA,"GO:0006813,GO:0015079,GO:0016020"
GCF_000597845.1|WP_000691619.1,11,Core,yqhG,YbjP/YqhG family protein,,
GCF_000597845.1|WP_000691708.1,11,Core,yohP,small membrane protein YohP,,
GCF_000597845.1|WP_000691930.1,11,Core,yoaF,DUF333 domain-containing lipoprotein YoaF,,
GCF_000597845.1|WP_000692154.1,11,Core,ydiQ,electron transfer flavoprotein,,
GCF_000597845.1|WP_000695220.1,11,Core,pliG,g-type lysoyme inhibitor PliG,,
GCF_000597845.1|WP_000695387.1,11,Core,malE,maltose/maltodextrin ABC transporter substrate-binding protein MalE,carbohydrate transmembrane transporter activity|0015144||IEA,"GO:0008643,GO:0055085,GO:0015144"
GCF_000597845.1|WP_000695655.1,11,Core,gltX,glutamate--tRNA ligase,"nucleotide binding|0000166||IEA,glutamate-tRNA ligase activity|0004818||IEA,ATP binding|0005524||IEA","GO:0006424,GO:0000166,GO:0004818,GO:0005524"
GCF_000597845.1|WP_000695892.1,5,Accessory,,TRAP transporter substrate-binding protein,,
GCF_000597845.1|WP_000698145.1,11,Core,ynbE,YnbE family lipoprotein,,
GCF_000597845.1|WP_000699121.1,11,Core,pdxB,4-phosphoerythronate dehydrogenase PdxB,"4-phosphoerythronate dehydrogenase activity|0033711||IEA,protein dimerization activity|0046983||IEA,NAD binding|0051287||IEA","GO:0008615,GO:0033711,GO:0046983,GO:0051287"
GCF_000597845.1|WP_000699225.1,11,Core,rfaF,ADP-heptose--LPS heptosyltransferase RfaF,glycosyltransferase activity|0016757||IEA,"GO:0009103,GO:0016757"
GCF_000597845.1|WP_000700703.1,11,Core,citD,citrate lyase acyl carrier protein,citrate (pro-3S)-lyase activity|0008815||IEA,"GO:0006113,GO:0008815,GO:0005737,GO:0009346"
GCF_000597845.1|WP_000701040.1,11,Core,ydhP,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000702660.1,11,Core,narH,nitrate reductase subunit beta,nitrate reductase activity|0008940||IEA,"GO:0042126,GO:0008940,GO:0009325"
GCF_000597845.1|WP_000705211.1,10,Accessory,ynfB,DUF1283 family protein,,
GCF_000597845.1|WP_000705865.1,11,Core,panE,2-dehydropantoate 2-reductase,2-dehydropantoate 2-reductase activity|0008677||IEA,"GO:0015940,GO:0008677"
GCF_000597845.1|WP_000706344.1,11,Core,glxK,glycerate 3-kinase,,
GCF_000597845.1|WP_000709865.1,11,Core,cusF,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone CusF,,
GCF_000597845.1|WP_000710375.1,10,Accessory,ada,bifunctional DNA-binding transcriptional regulator/O6-methylguanine-DNA methyltransferase Ada,DNA-binding transcription factor activity|0003700||IEA,"GO:0006281,GO:0006355,GO:0003700"
GCF_000597845.1|WP_000710769.1,11,Core,rpmE,50S ribosomal protein L31,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0005840"
GCF_000597845.1|WP_000712658.1,11,Core,ygiW,OB fold stress tolerance protein YgiW,,
GCF_000597845.1|WP_000714550.1,11,Core,mgrB,PhoP/PhoQ regulator MgrB,,
GCF_000597845.1|WP_000715214.1,11,Core,dsbC,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,,GO:0042597
GCF_000597845.1|WP_000715936.1,9,Accessory,rbsD,D-ribose pyranase,intramolecular lyase activity|0016872||IEA,GO:0016872
GCF_000597845.1|WP_000716398.1,10,Accessory,ecpB,fimbrial chaperone EcpB,,
GCF_000597845.1|WP_000716757.1,11,Core,yegR,protein YegR,,
GCF_000597845.1|WP_000716794.1,9,Accessory,rpiB,bifunctional allose-6-phosphate isomerase/ribose-5-phosphate isomerase RpiB,,
GCF_000597845.1|WP_000716937.1,11,Core,ydhS,FAD-NAD(P)-binding protein,,
GCF_000597845.1|WP_000717157.1,11,Core,cusB,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit CusB,,
GCF_000597845.1|WP_000717694.1,11,Core,glnB,nitrogen regulatory protein P-II,,
GCF_000597845.1|WP_000719051.1,1,Singleton,,DUF2164 domain-containing protein,,
GCF_000597845.1|WP_000719088.1,11,Core,ydjF,DeoR/GlpR family DNA-binding transcription regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0003677,GO:0003700"
GCF_000597845.1|WP_000719728.1,11,Core,yhfU,DUF2620 domain-containing protein,,
GCF_000597845.1|WP_000719886.1,10,Accessory,yjcO,Sel1 family TPR-like repeat protein YjcO,,
GCF_000597845.1|WP_000719962.1,11,Core,yfeK,YfeK family protein,,
GCF_000597845.1|WP_000719990.1,11,Core,tdcF,enamine/imine deaminase,,
GCF_000597845.1|WP_000720960.1,1,Singleton,ynfN,protein YnfN,,
GCF_000597845.1|WP_000721664.1,11,Core,yiaM,2%2C3-diketo-L-gulonate TRAP transporter small permease YiaM,,GO:0031317
GCF_000597845.1|WP_000722957.1,9,Accessory,ttdB,L(+)-tartrate dehydratase subunit beta,hydro-lyase activity|0016836||IEA,GO:0016836
GCF_000597845.1|WP_000723652.1,9,Accessory,ybhH,4-oxalomesaconate tautomerase,,
GCF_000597845.1|WP_000724173.1,11,Core,fucI,L-fucose isomerase,"L-fucose isomerase activity|0008736||IEA,manganese ion binding|0030145||IEA","GO:0019317,GO:0008736,GO:0030145,GO:0005737"
GCF_000597845.1|WP_000725337.1,11,Core,dsbA,thiol:disulfide interchange protein DsbA,oxidoreductase activity|0016491||IEA,GO:0016491
GCF_000597845.1|WP_000725700.1,1,Singleton,,STY1053 family phage-associated protein,,
GCF_000597845.1|WP_000726695.1,11,Core,ydeP,acid resistance putative oxidoreductase YdeP,,
GCF_000597845.1|WP_000726974.1,11,Core,ymgG,YMGG-like glycine zipper-containing protein,,
GCF_000597845.1|WP_000729117.1,11,Core,groL,chaperonin GroEL,ATP-dependent protein folding chaperone|0140662||IEA,"GO:0042026,GO:0140662"
GCF_000597845.1|WP_000729160.1,11,Core,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,methylenetetrahydrofolate dehydrogenase (NADP+) activity|0004488||IEA,GO:0004488
GCF_000597845.1|WP_000729185.1,11,Core,rplX,50S ribosomal protein L24,structural constituent of ribosome|0003735||IEA,"GO:0006412,GO:0003735,GO:0005840"
GCF_000597845.1|WP_000730252.1,11,Core,gntR,gluconate operon transcriptional repressor GntR,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000730614.1,10,Accessory,ycbU,fimbrial protein,,"GO:0007155,GO:0009289"
GCF_000597845.1|WP_000730806.1,11,Core,smrB,endonuclease SmrB,,
GCF_000597845.1|WP_000731833.1,11,Core,,periplasmic protein,,
GCF_000597845.1|WP_000732240.1,11,Core,yqjF,DoxX family protein,,GO:0005886
GCF_000597845.1|WP_000732292.1,1,Singleton,merP,mercury resistance system periplasmic binding protein MerP,mercury ion binding|0045340||IEA,"GO:0046689,GO:0045340,GO:0042597"
