cluster,protein,genome,protein_id,gene,locus_tag,product,go_function,ontology_term
GCF_000597845.1|WP_000161265.1,GCF_000953515.1|WP_000323846.1,GCF_000953515.1,WP_000323846.1,frwD,ECHMS174_RS17005,PTS fructose-like transporter subunit IIB,,
GCF_000597845.1|WP_000161265.1,GCF_000971615.1|WP_000323849.1,GCF_000971615.1,WP_000323849.1,frwD,VK74_RS15365,PTS fructose-like transporter subunit IIB,,
GCF_000597845.1|WP_000161265.1,GCF_000987875.1|WP_000323854.1,GCF_000987875.1,WP_000323854.1,frwD,DP32_RS22930,PTS fructose-like transporter subunit IIB,,
GCF_000597845.1|WP_000162569.1,GCF_000597845.1|WP_000162569.1,GCF_000597845.1,WP_000162569.1,smpB,BU34_RS22855,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000599665.1|WP_000162574.1,GCF_000599665.1,WP_000162574.1,smpB,CF58_RS17435,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000801165.1|WP_000162574.1,GCF_000801165.1,WP_000162574.1,smpB,HW42_RS18390,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000801185.2|WP_000162574.1,GCF_000801185.2,WP_000162574.1,smpB,HW43_RS18010,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000830035.1|WP_000162574.1,GCF_000830035.1,WP_000162574.1,smpB,TH69_RS13080,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000833145.1|WP_000162574.1,GCF_000833145.1,WP_000162574.1,smpB,SR36_RS12875,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000833635.2|WP_000162574.1,GCF_000833635.2,WP_000162574.1,smpB,USML2_RS10750,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000952955.1|WP_000162574.1,GCF_000952955.1,WP_000162574.1,smpB,ECRV308_RS13395,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000953515.1|WP_000162574.1,GCF_000953515.1,WP_000162574.1,smpB,ECHMS174_RS13405,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000971615.1|WP_046201652.1,GCF_000971615.1,WP_046201652.1,smpB,VK74_RS22650,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162569.1,GCF_000987875.1|WP_000162574.1,GCF_000987875.1,WP_000162574.1,smpB,DP32_RS15355,SsrA-binding protein SmpB,RNA binding|0003723||IEA,GO:0003723
GCF_000597845.1|WP_000162740.1,GCF_000597845.1|WP_000162740.1,GCF_000597845.1,WP_000162740.1,miaB,BU34_RS03220,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000599665.1|WP_000162740.1,GCF_000599665.1,WP_000162740.1,miaB,CF58_RS06605,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000801165.1|WP_000162740.1,GCF_000801165.1,WP_000162740.1,miaB,HW42_RS07360,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000801185.2|WP_000162739.1,GCF_000801185.2,WP_000162739.1,miaB,HW43_RS07185,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000830035.1|WP_000162740.1,GCF_000830035.1,WP_000162740.1,miaB,TH69_RS03185,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000833145.1|WP_000162740.1,GCF_000833145.1,WP_000162740.1,miaB,SR36_RS03190,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000833635.2|WP_000162740.1,GCF_000833635.2,WP_000162740.1,miaB,USML2_RS21300,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000952955.1|WP_000162740.1,GCF_000952955.1,WP_000162740.1,miaB,ECRV308_RS03295,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000953515.1|WP_000162740.1,GCF_000953515.1,WP_000162740.1,miaB,ECHMS174_RS03425,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000971615.1|WP_000162740.1,GCF_000971615.1,WP_000162740.1,miaB,VK74_RS09230,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000162740.1,GCF_000987875.1|WP_000162740.1,GCF_000987875.1,WP_000162740.1,miaB,DP32_RS03685,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,"transferase activity%2C transferring sulphur-containing groups|0016782||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA","GO:0006400,GO:0016782,GO:0051539,GO:1904047"
GCF_000597845.1|WP_000164033.1,GCF_000597845.1|WP_000164033.1,GCF_000597845.1,WP_000164033.1,yiaU,BU34_RS22555,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164033.1,GCF_000801165.1|WP_000164034.1,GCF_000801165.1,WP_000164034.1,yiaU,HW42_RS23410,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164033.1,GCF_000801185.2|WP_000164033.1,GCF_000801185.2,WP_000164033.1,yiaU,HW43_RS23505,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164033.1,GCF_000830035.1|WP_000164036.1,GCF_000830035.1,WP_000164036.1,yiaU,TH69_RS17985,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164033.1,GCF_000833145.1|WP_000164036.1,GCF_000833145.1,WP_000164036.1,yiaU,SR36_RS17780,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164033.1,GCF_000833635.2|WP_000164036.1,GCF_000833635.2,WP_000164036.1,yiaU,USML2_RS05585,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164033.1,GCF_000952955.1|WP_000164036.1,GCF_000952955.1,WP_000164036.1,yiaU,ECRV308_RS18330,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164033.1,GCF_000953515.1|WP_000164036.1,GCF_000953515.1,WP_000164036.1,yiaU,ECHMS174_RS18880,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164033.1,GCF_000971615.1|WP_000164033.1,GCF_000971615.1,WP_000164033.1,yiaU,VK74_RS17340,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164033.1,GCF_000987875.1|WP_000164036.1,GCF_000987875.1,WP_000164036.1,yiaU,DP32_RS20820,LysR family transcriptional regulator,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA","GO:0006355,GO:0003677,GO:0003700"
GCF_000597845.1|WP_000164043.1,GCF_000597845.1|WP_000164043.1,GCF_000597845.1,WP_000164043.1,tetR(A),BU34_RS07940,tetracycline resistance transcriptional repressor TetR(A),,
GCF_000597845.1|WP_000164043.1,GCF_000597845.1|WP_000164043.1,GCF_000597845.1,WP_000164043.1,tetR(A),BU34_RS20220,tetracycline resistance transcriptional repressor TetR(A),,
GCF_000597845.1|WP_000164439.1,GCF_000597845.1|WP_000164439.1,GCF_000597845.1,WP_000164439.1,lpoB,BU34_RS00575,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000599665.1|WP_000164439.1,GCF_000599665.1,WP_000164439.1,lpoB,CF58_RS08845,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000801165.1|WP_000164439.1,GCF_000801165.1,WP_000164439.1,lpoB,HW42_RS10025,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000801185.2|WP_000164439.1,GCF_000801185.2,WP_000164439.1,lpoB,HW43_RS09480,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000830035.1|WP_000164439.1,GCF_000830035.1,WP_000164439.1,lpoB,TH69_RS05865,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000833145.1|WP_000164439.1,GCF_000833145.1,WP_000164439.1,lpoB,SR36_RS05660,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000833635.2|WP_000164439.1,GCF_000833635.2,WP_000164439.1,lpoB,USML2_RS18910,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000952955.1|WP_000164439.1,GCF_000952955.1,WP_000164439.1,lpoB,ECRV308_RS05620,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000953515.1|WP_000164439.1,GCF_000953515.1,WP_000164439.1,lpoB,ECHMS174_RS05750,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000971615.1|WP_000164439.1,GCF_000971615.1,WP_000164439.1,lpoB,VK74_RS06750,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000164439.1,GCF_000987875.1|WP_000164439.1,GCF_000987875.1,WP_000164439.1,lpoB,DP32_RS06385,penicillin-binding protein activator LpoB,,
GCF_000597845.1|WP_000165552.1,GCF_000597845.1|WP_000165552.1,GCF_000597845.1,WP_000165552.1,trpS,BU34_RS08535,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000599665.1|WP_000165552.1,GCF_000599665.1,WP_000165552.1,trpS,CF58_RS21380,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000801165.1|WP_000165553.1,GCF_000801165.1,WP_000165553.1,trpS,HW42_RS22265,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000801185.2|WP_000165553.1,GCF_000801185.2,WP_000165553.1,trpS,HW43_RS22400,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000830035.1|WP_000165552.1,GCF_000830035.1,WP_000165552.1,trpS,TH69_RS16890,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000833145.1|WP_000165552.1,GCF_000833145.1,WP_000165552.1,trpS,SR36_RS16685,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000833635.2|WP_000165552.1,GCF_000833635.2,WP_000165552.1,trpS,USML2_RS06710,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000952955.1|WP_000165552.1,GCF_000952955.1,WP_000165552.1,trpS,ECRV308_RS17255,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000953515.1|WP_000165552.1,GCF_000953515.1,WP_000165552.1,trpS,ECHMS174_RS19955,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000971615.1|WP_000165553.1,GCF_000971615.1,WP_000165553.1,trpS,VK74_RS18465,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165552.1,GCF_000987875.1|WP_000165542.1,GCF_000987875.1,WP_000165542.1,trpS,DP32_RS19745,tryptophan--tRNA ligase,"nucleotide binding|0000166||IEA,tryptophan-tRNA ligase activity|0004830||IEA,ATP binding|0005524||IEA","GO:0006436,GO:0000166,GO:0004830,GO:0005524"
GCF_000597845.1|WP_000165699.1,GCF_000597845.1|WP_000165699.1,GCF_000597845.1,WP_000165699.1,,BU34_RS12145,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000165699.1,GCF_000599665.1|WP_000165699.1,GCF_000599665.1,WP_000165699.1,,CF58_RS17635,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000165699.1,GCF_000801165.1|WP_000165699.1,GCF_000801165.1,WP_000165699.1,,HW42_RS18530,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000165699.1,GCF_000801185.2|WP_000165724.1,GCF_000801185.2,WP_000165724.1,,HW43_RS18160,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000165699.1,GCF_000830035.1|WP_000165699.1,GCF_000830035.1,WP_000165699.1,,TH69_RS13215,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000165699.1,GCF_000833145.1|WP_000165699.1,GCF_000833145.1,WP_000165699.1,,SR36_RS13010,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000165699.1,GCF_000971615.1|WP_000165699.1,GCF_000971615.1,WP_000165699.1,,VK74_RS22510,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000165699.1,GCF_000987875.1|WP_000165673.1,GCF_000987875.1,WP_000165673.1,,DP32_RS15610,MFS transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0005886,GO:0016020"
GCF_000597845.1|WP_000165879.1,GCF_000597845.1|WP_000165879.1,GCF_000597845.1,WP_000165879.1,ycaC,BU34_RS01675,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000599665.1|WP_000165876.1,GCF_000599665.1,WP_000165876.1,ycaC,CF58_RS07865,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000801165.1|WP_000165880.1,GCF_000801165.1,WP_000165880.1,ycaC,HW42_RS08560,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000801185.2|WP_000165876.1,GCF_000801185.2,WP_000165876.1,ycaC,HW43_RS08400,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000830035.1|WP_000165879.1,GCF_000830035.1,WP_000165879.1,ycaC,TH69_RS04790,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000833145.1|WP_000165879.1,GCF_000833145.1,WP_000165879.1,ycaC,SR36_RS04585,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000833635.2|WP_000165879.1,GCF_000833635.2,WP_000165879.1,ycaC,USML2_RS20040,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000952955.1|WP_000165879.1,GCF_000952955.1,WP_000165879.1,ycaC,ECRV308_RS04525,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000953515.1|WP_000165879.1,GCF_000953515.1,WP_000165879.1,ycaC,ECHMS174_RS04645,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000971615.1|WP_000165880.1,GCF_000971615.1,WP_000165880.1,ycaC,VK74_RS07800,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000165879.1,GCF_000987875.1|WP_000165879.1,GCF_000987875.1,WP_000165879.1,ycaC,DP32_RS05270,isochorismate family cysteine hydrolase YcaC,hydrolase activity|0016787||IEA,GO:0016787
GCF_000597845.1|WP_000166270.1,GCF_000597845.1|WP_000166270.1,GCF_000597845.1,WP_000166270.1,yjgA,BU34_RS12485,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000599665.1|WP_000166270.1,GCF_000599665.1,WP_000166270.1,yjgA,CF58_RS02100,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000801165.1|WP_000166270.1,GCF_000801165.1,WP_000166270.1,yjgA,HW42_RS02905,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000801185.2|WP_000166270.1,GCF_000801185.2,WP_000166270.1,yjgA,HW43_RS02875,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000830035.1|WP_000166270.1,GCF_000830035.1,WP_000166270.1,yjgA,TH69_RS21595,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000833145.1|WP_000166270.1,GCF_000833145.1,WP_000166270.1,yjgA,SR36_RS21400,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000833635.2|WP_000166270.1,GCF_000833635.2,WP_000166270.1,yjgA,USML2_RS02045,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000952955.1|WP_000166270.1,GCF_000952955.1,WP_000166270.1,yjgA,ECRV308_RS21715,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000953515.1|WP_000166270.1,GCF_000953515.1,WP_000166270.1,yjgA,ECHMS174_RS21690,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000971615.1|WP_000166270.1,GCF_000971615.1,WP_000166270.1,yjgA,VK74_RS13780,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166270.1,GCF_000987875.1|WP_000166270.1,GCF_000987875.1,WP_000166270.1,yjgA,DP32_RS24945,ribosome biogenesis factor YjgA,,GO:0042254
GCF_000597845.1|WP_000166449.1,GCF_000597845.1|WP_000166449.1,GCF_000597845.1,WP_000166449.1,arsC,BU34_RS16995,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000599665.1|WP_001544804.1,GCF_000599665.1,WP_001544804.1,arsC,CF58_RS16745,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000801165.1|WP_000166449.1,GCF_000801165.1,WP_000166449.1,arsC,HW42_RS17730,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000801185.2|WP_000166444.1,GCF_000801185.2,WP_000166444.1,arsC,HW43_RS17350,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000830035.1|WP_000166449.1,GCF_000830035.1,WP_000166449.1,arsC,TH69_RS12405,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000833145.1|WP_000166449.1,GCF_000833145.1,WP_000166449.1,arsC,SR36_RS12200,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000833635.2|WP_000166446.1,GCF_000833635.2,WP_000166446.1,arsC,USML2_RS11420,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000952955.1|WP_000166446.1,GCF_000952955.1,WP_000166446.1,arsC,ECRV308_RS12735,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000953515.1|WP_000166446.1,GCF_000953515.1,WP_000166446.1,arsC,ECHMS174_RS12745,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000971615.1|WP_000166449.1,GCF_000971615.1,WP_000166449.1,arsC,VK74_RS23310,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000987875.1|WP_000166449.1,GCF_000987875.1,WP_000166449.1,arsC,DP32_RS14140,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) activity|0008794||IEA,"GO:0046685,GO:0008794"
GCF_000597845.1|WP_000166449.1,GCF_000597845.1|WP_000065769.1,GCF_000597845.1,WP_000065769.1,arsC,BU34_RS22065,glutaredoxin-dependent arsenate reductase,arsenate reductase (glutaredoxin) activity|0008794||IEA,GO:0008794
GCF_000597845.1|WP_000166449.1,GCF_000599665.1|WP_000065800.1,GCF_000599665.1,WP_000065800.1,arsC,CF58_RS22060,glutaredoxin-dependent arsenate reductase,arsenate reductase (glutaredoxin) activity|0008794||IEA,GO:0008794
GCF_000597845.1|WP_000166449.1,GCF_000801165.1|WP_000065786.1,GCF_000801165.1,WP_000065786.1,arsC,HW42_RS22905,glutaredoxin-dependent arsenate reductase,arsenate reductase (glutaredoxin) activity|0008794||IEA,GO:0008794
GCF_000597845.1|WP_000166449.1,GCF_000801185.2|WP_000065786.1,GCF_000801185.2,WP_000065786.1,arsC,HW43_RS23025,glutaredoxin-dependent arsenate reductase,arsenate reductase (glutaredoxin) activity|0008794||IEA,GO:0008794
GCF_000597845.1|WP_000166449.1,GCF_000830035.1|WP_000065769.1,GCF_000830035.1,WP_000065769.1,arsC,TH69_RS17510,glutaredoxin-dependent arsenate reductase,arsenate reductase (glutaredoxin) activity|0008794||IEA,GO:0008794
GCF_000597845.1|WP_000166449.1,GCF_000833145.1|WP_000065769.1,GCF_000833145.1,WP_000065769.1,arsC,SR36_RS17305,glutaredoxin-dependent arsenate reductase,arsenate reductase (glutaredoxin) activity|0008794||IEA,GO:0008794
GCF_000597845.1|WP_000166449.1,GCF_000833635.2|WP_000065769.1,GCF_000833635.2,WP_000065769.1,arsC,USML2_RS06070,glutaredoxin-dependent arsenate reductase,arsenate reductase (glutaredoxin) activity|0008794||IEA,GO:0008794
